"","Run_Date","Curve","R2","Slope","Intercept"
"1","6/12/2025","High",0.999867019,572.7540581,103940.3526
"2","6/16/2025","High",0.998894663,580.7674372,116969.5333
"3","6/18/2025","High",0.999181983,587.5554143,-62379.89037
"4","6/23/2025","High",0.999976098,599.9887553,21668.58418
"5","6/12/2025","Low",0.999867019,572.7540581,103940.3526
"6","6/16/2025","Low",0.998894663,580.7674372,116969.5333
"7","6/18/2025","Low",0.999181983,587.5554143,-62379.89037
"8","6/23/2025","Low",0.999976098,599.9887553,21668.58418
"9","8/15/2025","High",0.999934998,576.0014953,59833.88592
"10","8/19/2025","High",0.99923839,556.9042697,123860.3232
"11","8/21/2025","High",0.999529022,590.6944317,57953.87574
"12","8/15/2025","Low",0.999314443,590.127235,300.875576
"13","8/19/2025","Low",0.999666034,590.3208295,1482.237327
"14","8/21/2025","Low",0.999766316,601.6959217,1131.291475
"15","9/22/2025","High",0.999889794457399,601.26229335539,68933.5431486061
"16","9/25/2025","High",0.999975037812057,606.332882103477,38059.2078032241
"17","9/29/2025","High",0.999962336474297,623.255626802375,44925.8736217125
"18","9/22/2025","Low",0.999921818044487,614.668732718894,716.067972350233
"19","9/25/2025","Low",0.999607495544645,618.147534562212,2110.11405529954
"20","9/29/2025","Low",0.999324277457448,635.084723502304,1250.3375576037
"21","6/12/2025","High",0.999867018779127,572.754058100085,103940.352629348
"22","6/16/2025","High",0.99889466256667,580.767437234945,116969.533290927
"23","6/18/2025","High",0.999181982754597,587.555414334181,-62379.8903731972
"24","6/23/2025","High",0.999976097621969,599.988755301103,21668.5841815095
"25","6/12/2025","Low",0.997909846178751,621.573410138249,3224.25345622115
"26","6/16/2025","Low",0.999025956452983,611.696096543974,-3791.26840001892
"27","6/18/2025","Low",0.999099520985376,590.313761983912,954.768225101026
"28","6/23/2025","Low",0.999863923078043,615.498271889401,-1451.45276497691
